objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,petroRad_r
588011102107009059,239.33414635,48.20726124,17.475416,15.650043,14.800637,14.393885,14.079098,2299,41,3,275,6.0812
588011102107140280,239.74961194,47.93895523,20.05364,17.924463,16.78359,16.311262,15.945337,2299,41,3,277,5.757541
588011102107467979,240.45245154,47.38802673,16.911608,14.973401,14.104808,13.693688,13.366757,2299,41,3,282,13.098053
588011102108319930,242.312868,45.89384584,19.934139,17.750469,16.671312,16.183455,15.822934,2299,41,3,295,9.190598
587739721382035667,237.65697344,19.76637867,19.005999,17.050873,16.014786,15.537952,15.183089,4649,40,5,349,7.722134
587736782532771999,240.77861646,33.62613698,18.924932,16.974503,15.933721,15.472216,15.087782,3965,40,3,76,7.085655
588011102109630710,245.0439695,43.61210489,20.896276,18.873304,17.648273,17.188892,16.84193,2299,41,3,315,3.594219
588011102639161364,226.51377884,55.57394588,16.855145,15.011083,14.21792,13.833155,13.542647,2299,41,4,203,11.732155
587739721383280851,240.4556268,18.76703638,19.178247,17.359694,16.386818,15.908324,15.566428,4649,40,5,368,3.785946
588011103176360110,228.14682403,55.3894472,17.731586,15.846625,14.993924,14.601794,14.302928,2299,41,5,208,8.616371
